row,col,phase,phase_loss,weight,score,a,h,e
11.0,20.0,-550.0103092893087,0.010736535402429581,1.9530758333333331,0.010736535402429581,6.4,18.5,2.25
12.0,0.0,-540.0,0.00244140625,2.1285337499999994,0.00244140625,3.3,17.9,2.72
12.0,1.0,-603.7514659892768,0.001341627910733223,1.9929069958333334,0.001341627910733223,5.3,19.7,2.53
12.0,2.0,-661.5192308082542,0.007389987941678555,4.031635416666666,0.007389987941678555,12.1,17.5,2.72
12.0,3.0,-713.082036135047,0.03302490457826934,3.5605458,0.03302490457826934,13.2,19.6,2.53
12.0,4.0,-38.23309503805376,11.18323339212202,0.04514999999999999,11.18323339212202,4.0,2.0,1.24
12.0,5.0,-76.7837330840066,0.0016438506081613014,0.4770148500000001,0.0016438506081613014,12.8,2.7,2.53
12.0,6.0,-108.56696428789292,0.00015149579849094152,0.14772119999999994,0.00015149579849094152,9.2,4.4,1.24
12.0,7.0,-133.44086148656788,0.000712610111804679,0.5898326999999998,0.000712610111804679,8.4,4.6,2.53
12.0,8.0,-151.2915748527148,0.013799292793009954,0.9720383333333334,0.013799292793009954,10.6,4.7,2.72
12.0,9.0,-162.03585671599194,0.0006546896247527911,0.7348265166666665,0.0006546896247527911,9.7,5.2,2.53
12.0,10.0,-165.62296656559738,0.001911364090119605,0.679875,0.001911364090119605,2.0,6.3,2.72
12.0,11.0,-162.03585671599194,0.0006546896247527911,0.7348265166666665,0.0006546896247527911,9.7,5.2,2.53
12.0,12.0,-151.2915748527157,0.01379929279210046,0.9720383333333334,0.01379929279210046,10.6,4.7,2.72
12.0,13.0,-133.44086148656788,0.000712610111804679,0.5898326999999998,0.000712610111804679,8.4,4.6,2.53
12.0,14.0,-108.56696428789472,0.00015149579668616298,0.14772119999999994,0.00015149579668616298,9.2,4.4,1.24
12.0,15.0,-76.78373308400842,0.0016438506099802908,0.4770148500000001,0.0016438506099802908,12.8,2.7,2.53
12.0,16.0,-38.23309503805376,11.18323339212202,0.04514999999999999,11.18323339212202,4.0,2.0,1.24
12.0,17.0,-713.082036135047,0.03302490457826934,3.5605458,0.03302490457826934,13.2,19.6,2.53
12.0,18.0,-661.5192308082551,0.00738998794258805,4.031635416666666,0.00738998794258805,12.1,17.5,2.72
12.0,19.0,-603.7514659892786,0.0013416279089142336,1.9929069958333334,0.0013416279089142336,5.3,19.7,2.53
12.0,20.0,-540.0,0.00244140625,2.1285337499999994,0.00244140625,3.3,17.9,2.72
13.0,0.0,-523.3618137081357,0.0008571903017582372,1.7839767375,0.0008571903017582372,5.7,17.1,2.53
13.0,1.0,-586.8928954364619,0.00847175103808695,3.51542625,0.00847175103808695,11.7,15.7,2.72
13.0,2.0,-644.4558670957531,0.008366302684407856,3.75309375,0.008366302684407856,11.1,17.5,2.72
13.0,3.0,-695.8316356660871,0.02926750202459516,3.550689583333333,0.02926750202459516,14.0,18.5,2.53
13.0,4.0,-740.815522003877,0.22073287893545057,5.0304375,0.22073287893545057,13.5,19.8,2.72
13.0,5.0,-59.22084492236263,0.0026162287604165613,0.21559299999999995,0.0026162287604165613,4.3,2.4,2.25
13.0,6.0,-90.88243776649324,0.0010995259872430552,0.1414626,0.0010995259872430552,10.6,3.8,1.24
13.0,7.0,-115.65996008185176,0.0021002796056706075,0.6474583333333332,0.0021002796056706075,7.0,4.1,2.72
13.0,8.0,-133.44086148656788,0.000712610111804679,0.5898326999999998,0.000712610111804679,8.4,4.6,2.53
13.0,9.0,-144.14285939250567,0.004019670825982757,0.4582575,0.004019670825982757,3.0,5.4,2.53
13.0,10.0,-147.71580767489831,0.003710506929564872,0.5256656999999999,0.003710506929564872,4.8,5.4,2.53
13.0,11.0,-144.14285939250567,0.004019670825982757,0.4582575,0.004019670825982757,3.0,5.4,2.53
13.0,12.0,-133.44086148656788,0.000712610111804679,0.5898326999999998,0.000712610111804679,8.4,4.6,2.53
13.0,13.0,-115.65996008185266,0.0021002796065658913,0.6474583333333332,0.0021002796065658913,7.0,4.1,2.72
13.0,14.0,-90.88243776649416,0.0010995259863193496,0.1414626,0.0010995259863193496,10.6,3.8,1.24
13.0,15.0,-59.22084492236263,0.0026162287604165613,0.21559299999999995,0.0026162287604165613,4.3,2.4,2.25
13.0,16.0,-740.815522003878,0.22073287893454108,5.0304375,0.22073287893454108,13.5,19.8,2.72
13.0,17.0,-695.831635666088,0.029267502025504655,3.550689583333333,0.029267502025504655,14.0,18.5,2.53
13.0,18.0,-644.4558670957549,0.008366302682588866,3.75309375,0.008366302682588866,11.1,17.5,2.72
13.0,19.0,-586.8928954364637,0.00847175103626796,3.51542625,0.00847175103626796,11.7,15.7,2.72
13.0,20.0,-523.3618137081376,0.0008571902999392478,1.7839767375,0.0008571902999392478,5.7,17.1,2.53
14.0,0.0,-500.1632680261673,0.0011301671920591616,2.149517708333333,0.0011301671920591616,9.5,16.1,2.25
14.0,1.0,-563.389616684015,0.001799301202481729,1.62087375,0.001799301202481729,3.0,19.1,2.53
14.0,2.0,-620.6695029533685,0.02021096118096466,2.225132466666667,0.02021096118096466,6.8,19.6,2.53
14.0,3.0,-671.786806837069,0.003171190274770197,3.47787,0.003171190274770197,8.4,19.8,2.72
14.0,4.0,-716.5397407472319,0.00989455582566734,4.735946249999999,0.00989455582566734,13.3,18.9,2.72
14.0,5.0,-34.74435579698184,14.671972633193938,0.04514999999999999,14.671972633193938,4.0,2.0,1.24
14.0,6.0,-66.23797752853352,0.0014633894352300558,0.26597812499999995,0.0014633894352300558,5.5,2.7,2.25
14.0,7.0,-90.88243776649324,0.0010995259872430552,0.1414626,0.0010995259872430552,10.6,3.8,1.24
14.0,8.0,-108.56696428789472,0.00015149579668616298,0.14772119999999994,0.00015149579668616298,9.2,4.4,1.24
14.0,9.0,-119.2105946448264,0.004402628224838168,0.11671432500000002,0.004402628224838168,4.7,4.9,1.24
14.0,10.0,-122.76399557802142,0.0022016265684214886,0.42114916666666663,0.0022016265684214886,4.0,4.6,2.53
14.0,11.0,-119.2105946448264,0.004402628224838168,0.11671432500000002,0.004402628224838168,4.7,4.9,1.24
14.0,12.0,-108.56696428789472,0.00015149579668616298,0.14772119999999994,0.00015149579668616298,9.2,4.4,1.24
14.0,13.0,-90.88243776649416,0.0010995259863193496,0.1414626,0.0010995259863193496,10.6,3.8,1.24
14.0,14.0,-66.23797752853352,0.0014633894352300558,0.26597812499999995,0.0014633894352300558,5.5,2.7,2.25
14.0,15.0,-34.74435579698184,14.671972633193938,0.04514999999999999,14.671972633193938,4.0,2.0,1.24
14.0,16.0,-716.5397407472328,0.009894555826576834,4.735946249999999,0.009894555826576834,13.3,18.9,2.72
14.0,17.0,-671.7868068370699,0.0031711902738607023,3.47787,0.0031711902738607023,8.4,19.8,2.72
14.0,18.0,-620.6695029533694,0.020210961181874154,2.225132466666667,0.020210961181874154,6.8,19.6,2.53
14.0,19.0,-563.3896166840168,0.0017993012043007184,1.62087375,0.0017993012043007184,3.0,19.1,2.53
14.0,20.0,-500.16326802616913,0.0011301671902401722,2.149517708333333,0.0011301671902401722,9.5,16.1,2.25
15.0,0.0,-470.49698245350464,0.005222199598335919,0.6567549749999999,0.005222199598335919,10.1,18.3,1.24
15.0,1.0,-533.3378995455214,0.006521841197354661,2.2468733875,0.006521841197354661,9.7,15.9,2.53
15.0,2.0,-590.2598822805403,0.013860395240953949,2.599065,0.013860395240953949,5.2,18.9,2.72
15.0,3.0,-641.0505360951774,0.00439554544755083,2.591808333333333,0.00439554544755083,9.1,20.0,2.25
15.0,4.0,-685.5116926648334,0.021519324989640154,3.3411,0.021519324989640154,12.6,20.0,2.25
15.0,5.0,-723.4628195640307,0.016042220280723996,4.561507499999999,0.016042220280723996,12.1,19.8,2.72
15.0,6.0,-34.74435579698184,14.671972633193938,0.04514999999999999,14.671972633193938,4.0,2.0,1.24
15.0,7.0,-59.22084492236263,0.0026162287604165613,0.21559299999999995,0.0026162287604165613,4.3,2.4,2.25
15.0,8.0,-76.78373308400842,0.0016438506099802908,0.4770148500000001,0.0016438506099802908,12.8,2.7,2.53
15.0,9.0,-87.35370401769342,0.0004601058417392778,0.2757270833333333,0.0004601058417392778,2.0,3.5,2.53
15.0,10.0,-90.88243776649416,0.0010995259863193496,0.1414626,0.0010995259863193496,10.6,3.8,1.24
15.0,11.0,-87.35370401769342,0.0004601058417392778,0.2757270833333333,0.0004601058417392778,2.0,3.5,2.53
15.0,12.0,-76.78373308400842,0.0016438506099802908,0.4770148500000001,0.0016438506099802908,12.8,2.7,2.53
15.0,13.0,-59.22084492236263,0.0026162287604165613,0.21559299999999995,0.0026162287604165613,4.3,2.4,2.25
15.0,14.0,-34.74435579698184,14.671972633193938,0.04514999999999999,14.671972633193938,4.0,2.0,1.24
15.0,15.0,-723.4628195640316,0.01604222028163349,4.561507499999999,0.01604222028163349,12.1,19.8,2.72
15.0,16.0,-685.5116926648343,0.02151932499054965,3.3411,0.02151932499054965,12.6,20.0,2.25
15.0,17.0,-641.0505360951774,0.00439554544755083,2.591808333333333,0.00439554544755083,9.1,20.0,2.25
15.0,18.0,-590.2598822805412,0.013860395240044454,2.599065,0.013860395240044454,5.2,18.9,2.72
15.0,19.0,-533.3378995455223,0.006521841196445166,2.2468733875,0.006521841196445166,9.7,15.9,2.53
15.0,20.0,-470.49698245350646,0.005222199600154909,0.6567549749999999,0.005222199600154909,10.1,18.3,1.24
16.0,0.0,-434.4788793118605,0.0012537447801150847,0.3868541999999999,0.0012537447801150847,3.8,17.4,1.24
16.0,1.0,-496.8581501245562,0.00012624263132465785,2.010298333333333,0.00012624263132465785,3.7,16.4,2.72
16.0,2.0,-553.3516735789462,0.004344487460002711,2.2008944999999995,0.004344487460002711,8.4,17.9,2.25
16.0,3.0,-603.7514659892786,0.0013416279089142336,1.9929069958333334,0.0013416279089142336,5.3,19.7,2.53
16.0,4.0,-647.8636383201301,0.0031219337761285715,3.191206666666667,0.0031219337761285715,7.4,19.6,2.72
16.0,5.0,-685.5116926648343,0.02151932499054965,3.3411,0.02151932499054965,12.6,20.0,2.25
16.0,6.0,-716.5397407472328,0.009894555826576834,4.735946249999999,0.009894555826576834,13.3,18.9,2.72
16.0,7.0,-740.815522003877,0.22073287893545057,5.0304375,0.22073287893545057,13.5,19.8,2.72
16.0,8.0,-38.23309503805376,11.18323339212202,0.04514999999999999,11.18323339212202,4.0,2.0,1.24
16.0,9.0,-48.7150811033016,0.7012473268741815,0.04514999999999999,0.7012473268741815,4.0,2.0,1.24
16.0,10.0,-52.21435241432118,0.005516812514542835,0.08740875,0.005516812514542835,11.5,2.2,1.24
16.0,11.0,-48.7150811033016,0.7012473268741815,0.04514999999999999,0.7012473268741815,4.0,2.0,1.24
16.0,12.0,-38.23309503805376,11.18323339212202,0.04514999999999999,11.18323339212202,4.0,2.0,1.24
16.0,13.0,-740.815522003878,0.22073287893454108,5.0304375,0.22073287893454108,13.5,19.8,2.72
16.0,14.0,-716.5397407472328,0.009894555826576834,4.735946249999999,0.009894555826576834,13.3,18.9,2.72
16.0,15.0,-685.5116926648343,0.02151932499054965,3.3411,0.02151932499054965,12.6,20.0,2.25
16.0,16.0,-647.8636383201301,0.0031219337761285715,3.191206666666667,0.0031219337761285715,7.4,19.6,2.72
16.0,17.0,-603.7514659892786,0.0013416279089142336,1.9929069958333334,0.0013416279089142336,5.3,19.7,2.53
16.0,18.0,-553.3516735789481,0.004344487458183721,2.2008944999999995,0.004344487458183721,8.4,17.9,2.25
16.0,19.0,-496.8581501245562,0.00012624263132465785,2.010298333333333,0.00012624263132465785,3.7,16.4,2.72
16.0,20.0,-434.4788793118614,0.00125374477920559,0.3868541999999999,0.00125374477920559,3.8,17.4,1.24
17.0,0.0,-392.2460124323197,0.001139385444673735,1.3454925041666665,0.001139385444673735,5.9,12.7,2.53
17.0,1.0,-454.0926009477289,0.009593135228897154,0.39852540000000003,0.009593135228897154,3.6,18.2,1.24
17.0,2.0,-510.09202540579554,0.0037082367825860274,2.2797401166666664,0.0037082367825860274,10.6,15.1,2.53
17.0,3.0,-560.0413224904487,0.002073505645057594,3.3550833333333325,0.002073505645057594,11.5,15.2,2.72
17.0,4.0,-603.7514659892786,0.0013416279089142336,1.9929069958333334,0.0013416279089142336,5.3,19.7,2.53
17.0,5.0,-641.0505360951774,0.00439554544755083,2.591808333333333,0.00439554544755083,9.1,20.0,2.25
17.0,6.0,-671.7868068370699,0.0031711902738607023,3.47787,0.0031711902738607023,8.4,19.8,2.72
17.0,7.0,-695.831635666088,0.029267502025504655,3.550689583333333,0.029267502025504655,14.0,18.5,2.53
17.0,8.0,-713.082036135047,0.03302490457826934,3.5605458,0.03302490457826934,13.2,19.6,2.53
17.0,9.0,-723.4628195640316,0.01604222028163349,4.561507499999999,0.01604222028163349,12.1,19.8,2.72
17.0,10.0,-726.9282051310192,0.006975533043259929,4.794305833333333,0.006975533043259929,13.1,19.4,2.72
17.0,11.0,-723.4628195640316,0.01604222028163349,4.561507499999999,0.01604222028163349,12.1,19.8,2.72
17.0,12.0,-713.082036135047,0.03302490457826934,3.5605458,0.03302490457826934,13.2,19.6,2.53
17.0,13.0,-695.831635666088,0.029267502025504655,3.550689583333333,0.029267502025504655,14.0,18.5,2.53
17.0,14.0,-671.7868068370699,0.0031711902738607023,3.47787,0.0031711902738607023,8.4,19.8,2.72
17.0,15.0,-641.0505360951774,0.00439554544755083,2.591808333333333,0.00439554544755083,9.1,20.0,2.25
17.0,16.0,-603.7514659892786,0.0013416279089142336,1.9929069958333334,0.0013416279089142336,5.3,19.7,2.53
17.0,17.0,-560.0413224904505,0.0020735056432386045,3.3550833333333325,0.0020735056432386045,11.5,15.2,2.72
17.0,18.0,-510.09202540579554,0.0037082367825860274,2.2797401166666664,0.0037082367825860274,10.6,15.1,2.53
17.0,19.0,-454.0926009477307,0.009593135230716143,0.39852540000000003,0.009593135230716143,3.6,18.2,1.24
17.0,20.0,-392.24601243232246,0.0011393854474590626,1.3454925041666665,0.0011393854474590626,5.9,12.7,2.53
18.0,0.0,-343.9541141322716,0.0005924037560021134,1.717125,0.0005924037560021134,8.1,10.0,2.72
18.0,1.0,-405.2027068158213,0.004568574803727188,1.4201456499999998,0.004568574803727188,6.1,13.2,2.53
18.0,2.0,-460.647815755593,0.007549234641373914,1.9241853749999998,0.007549234641373914,8.7,15.3,2.25
18.0,3.0,-510.09202540579554,0.0037082367825860274,2.2797401166666664,0.0037082367825860274,10.6,15.1,2.53
18.0,4.0,-553.3516735789462,0.004344487460002711,2.2008944999999995,0.004344487460002711,8.4,17.9,2.25
18.0,5.0,-590.2598822805403,0.013860395240953949,2.599065,0.013860395240953949,5.2,18.9,2.72
18.0,6.0,-620.6695029533694,0.020210961181874154,2.225132466666667,0.020210961181874154,6.8,19.6,2.53
18.0,7.0,-644.455867095754,0.008366302683498361,3.75309375,0.008366302683498361,11.1,17.5,2.72
18.0,8.0,-661.5192308082542,0.007389987941678555,4.031635416666666,0.007389987941678555,12.1,17.5,2.72
18.0,9.0,-671.7868068370699,0.0031711902738607023,3.47787,0.0031711902738607023,8.4,19.8,2.72
18.0,10.0,-675.2142905735927,0.06189350843851571,3.8037883333333338,0.06189350843851571,10.3,18.8,2.72
18.0,11.0,-671.7868068370699,0.0031711902738607023,3.47787,0.0031711902738607023,8.4,19.8,2.72
18.0,12.0,-661.5192308082551,0.00738998794258805,4.031635416666666,0.00738998794258805,12.1,17.5,2.72
18.0,13.0,-644.4558670957549,0.008366302682588866,3.75309375,0.008366302682588866,11.1,17.5,2.72
18.0,14.0,-620.6695029533694,0.020210961181874154,2.225132466666667,0.020210961181874154,6.8,19.6,2.53
18.0,15.0,-590.2598822805412,0.013860395240044454,2.599065,0.013860395240044454,5.2,18.9,2.72
18.0,16.0,-553.3516735789481,0.004344487458183721,2.2008944999999995,0.004344487458183721,8.4,17.9,2.25
18.0,17.0,-510.09202540579554,0.0037082367825860274,2.2797401166666664,0.0037082367825860274,10.6,15.1,2.53
18.0,18.0,-460.647815755593,0.007549234641373914,1.9241853749999998,0.007549234641373914,8.7,15.3,2.25
18.0,19.0,-405.2027068158232,0.004568574801794512,1.4201456499999998,0.004568574801794512,6.1,13.2,2.53
18.0,20.0,-343.9541141322716,0.0005924037560021134,1.717125,0.0005924037560021134,8.1,10.0,2.72
19.0,0.0,-289.7749560317807,0.0014269790463004028,0.9008323333333331,0.0014269790463004028,4.6,9.8,2.25
19.0,1.0,-350.3663499220065,0.0006544725247294991,1.5812320125,0.0006544725247294991,11.1,10.1,2.53
19.0,2.0,-405.2027068158213,0.004568574803727188,1.4201456499999998,0.004568574803727188,6.1,13.2,2.53
19.0,3.0,-454.0926009477289,0.009593135228897154,0.39852540000000003,0.009593135228897154,3.6,18.2,1.24
19.0,4.0,-496.8581501245562,0.00012624263132465785,2.010298333333333,0.00012624263132465785,3.7,16.4,2.72
19.0,5.0,-533.3378995455223,0.006521841196445166,2.2468733875,0.006521841196445166,9.7,15.9,2.53
19.0,6.0,-563.389616684015,0.001799301202481729,1.62087375,0.001799301202481729,3.0,19.1,2.53
19.0,7.0,-586.8928954364637,0.00847175103626796,3.51542625,0.00847175103626796,11.7,15.7,2.72
19.0,8.0,-603.7514659892786,0.0013416279089142336,1.9929069958333334,0.0013416279089142336,5.3,19.7,2.53
19.0,9.0,-613.8951118890018,0.0010078850955324015,2.2474656,0.0010078850955324015,7.2,19.2,2.53
19.0,10.0,-617.2811079888879,0.008381757205825124,3.6682249999999996,0.008381757205825124,11.6,16.5,2.72
19.0,11.0,-613.8951118890018,0.0010078850955324015,2.2474656,0.0010078850955324015,7.2,19.2,2.53
19.0,12.0,-603.7514659892786,0.0013416279089142336,1.9929069958333334,0.0013416279089142336,5.3,19.7,2.53
19.0,13.0,-586.8928954364637,0.00847175103626796,3.51542625,0.00847175103626796,11.7,15.7,2.72
19.0,14.0,-563.3896166840168,0.0017993012043007184,1.62087375,0.0017993012043007184,3.0,19.1,2.53
19.0,15.0,-533.3378995455223,0.006521841196445166,2.2468733875,0.006521841196445166,9.7,15.9,2.53
19.0,16.0,-496.8581501245562,0.00012624263132465785,2.010298333333333,0.00012624263132465785,3.7,16.4,2.72
19.0,17.0,-454.0926009477307,0.009593135230716143,0.39852540000000003,0.009593135230716143,3.6,18.2,1.24
19.0,18.0,-405.2027068158232,0.004568574801794512,1.4201456499999998,0.004568574801794512,6.1,13.2,2.53
19.0,19.0,-350.36634992200834,0.0006544725229105097,1.5812320125,0.0006544725229105097,11.1,10.1,2.53
19.0,20.0,-289.7749560317807,0.0014269790463004028,0.9008323333333331,0.0014269790463004028,4.6,9.8,2.25
20.0,0.0,-229.8936181157751,0.0062279790563479764,0.96343,0.0062279790563479764,3.8,7.8,2.72
20.0,1.0,-289.7749560317807,0.0014269790463004028,0.9008323333333331,0.0014269790463004028,4.6,9.8,2.25
20.0,2.0,-343.9541141322716,0.0005924037560021134,1.717125,0.0005924037560021134,8.1,10.0,2.72
20.0,3.0,-392.24601243232064,0.0011393854456400732,1.3454925041666665,0.0011393854456400732,5.9,12.7,2.53
20.0,4.0,-434.4788793118605,0.0012537447801150847,0.3868541999999999,0.0012537447801150847,3.8,17.4,1.24
20.0,5.0,-470.4969824535056,0.005222199599302257,0.6567549749999999,0.005222199599302257,10.1,18.3,1.24
20.0,6.0,-500.16326802616913,0.0011301671902401722,2.149517708333333,0.0011301671902401722,9.5,16.1,2.25
20.0,7.0,-523.3618137081367,0.0008571903008487425,1.7839767375,0.0008571903008487425,5.7,17.1,2.53
20.0,8.0,-540.0,0.00244140625,2.1285337499999994,0.00244140625,3.3,17.9,2.72
20.0,9.0,-550.0103092893087,0.010736535402429581,1.9530758333333331,0.010736535402429581,6.4,18.5,2.25
20.0,10.0,-553.3516735789481,0.004344487458183721,2.2008944999999995,0.004344487458183721,8.4,17.9,2.25
20.0,11.0,-550.0103092893087,0.010736535402429581,1.9530758333333331,0.010736535402429581,6.4,18.5,2.25
20.0,12.0,-540.0,0.00244140625,2.1285337499999994,0.00244140625,3.3,17.9,2.72
20.0,13.0,-523.3618137081376,0.0008571902999392478,1.7839767375,0.0008571902999392478,5.7,17.1,2.53
20.0,14.0,-500.16326802616913,0.0011301671902401722,2.149517708333333,0.0011301671902401722,9.5,16.1,2.25
20.0,15.0,-470.49698245350646,0.005222199600154909,0.6567549749999999,0.005222199600154909,10.1,18.3,1.24
20.0,16.0,-434.4788793118614,0.00125374477920559,0.3868541999999999,0.00125374477920559,3.8,17.4,1.24
20.0,17.0,-392.24601243232246,0.0011393854474590626,1.3454925041666665,0.0011393854474590626,5.9,12.7,2.53
20.0,18.0,-343.9541141322716,0.0005924037560021134,1.717125,0.0005924037560021134,8.1,10.0,2.72
20.0,19.0,-289.7749560317807,0.0014269790463004028,0.9008323333333331,0.0014269790463004028,4.6,9.8,2.25
20.0,20.0,-229.893618115776,0.006227979057257471,0.96343,0.006227979057257471,3.8,7.8,2.72
